"SBI_Code","SBI_Omschrijving","SBI_Code_6","SBI_Hoofd_Letter","SBI_Hoofd_Omschrijving"
"2829","Vervaardiging van  overige machines en apparaten voor algemeen gebruik (rest)",282900,"C","Industrie"
"283","Vervaardiging van machines en werktuigen voor de land- en bosbouw",283000,"C","Industrie"
"2830","Vervaardiging van machines en werktuigen voor de land- en bosbouw",283000,"C","Industrie"
"284","Vervaardiging van gereedschapswerktuigen ",284000,"C","Industrie"
"2841","Vervaardiging van gereedschapswerktuigen voor metaalbewerking",284100,"C","Industrie"
"2849","Vervaardiging van  gereedschapswerktuigen niet voor metaalbewerking",284900,"C","Industrie"
"289","Vervaardiging van overige machines, apparaten en werktuigen voor specifieke doeleinden",289000,"C","Industrie"
"2891","Vervaardiging van machines voor de metallurgie",289100,"C","Industrie"
"2892","Vervaardiging van machines voor de bouw en winning van delfstoffen",289200,"C","Industrie"
"2893","Vervaardiging van machines voor de productie van voedings- en genotmiddelen",289300,"C","Industrie"
"2894","Vervaardiging van machines voor de productie van textiel, kleding en leer",289400,"C","Industrie"
"2895","Vervaardiging van machines voor de productie van papier en karton",289500,"C","Industrie"
"2896","Vervaardiging van machines voor de kunststof- en rubberindustrie",289600,"C","Industrie"
"2899","Vervaardiging van overige machines, apparaten en werktuigen voor specifieke doeleinden (rest)",289900,"C","Industrie"
"29","Vervaardiging van auto's, aanhangwagens en opleggers",290000,"C","Industrie"
"291","Vervaardiging van auto's",291000,"C","Industrie"
"2910","Vervaardiging van auto's",291000,"C","Industrie"
"292","Carrosseriebouw; vervaardiging van aanhangwagens en opleggers",292000,"C","Industrie"
"2920","Carrosseriebouw; vervaardiging van aanhangwagens en opleggers",292000,"C","Industrie"
"29201","Carrosseriebouw",292010,"C","Industrie"
"29202","Vervaardiging van aanhangwagens en opleggers",292020,"C","Industrie"
"293","Vervaardiging van onderdelen en toebehoren voor auto's ",293000,"C","Industrie"
"2931","Vervaardiging van elektrische en elektronische onderdelen en toebehoren  voor auto's ",293100,"C","Industrie"
"2932","Vervaardiging van niet-elektrische en -elektronische  onderdelen en toebehoren voor auto's",293200,"C","Industrie"
"30","Vervaardiging van overige transportmiddelen",3e+05,"C","Industrie"
"301","Scheepsbouw",301000,"C","Industrie"
"3011","Bouw van schepen en drijvend materieel (geen sport- en recreatievaartuigen) ",301100,"C","Industrie"
"3012","Bouw van sport- en recreatievaartuigen ",301200,"C","Industrie"
"302","Vervaardiging van rollend spoor- en tramwegmaterieel",302000,"C","Industrie"
"3020","Vervaardiging van rollend spoor- en tramwegmaterieel ",302000,"C","Industrie"
"303","Vervaardiging van vliegtuigen en onderdelen daarvoor",303000,"C","Industrie"
"3030","Vervaardiging van vliegtuigen en onderdelen daarvoor",303000,"C","Industrie"
"304","Vervaardiging van militaire gevechtsvoertuigen",304000,"C","Industrie"
"3040","Vervaardiging van militaire gevechtsvoertuigen",304000,"C","Industrie"
"309","Vervaardiging van transportmiddelen (rest)",309000,"C","Industrie"
"3091","Vervaardiging van motor- en bromfietsen",309100,"C","Industrie"
"3092","Vervaardiging van fietsen en invalidenwagens",309200,"C","Industrie"
"3099","Vervaardiging van overige transportmiddelen (rest)",309900,"C","Industrie"
"31","Vervaardiging van meubels",310000,"C","Industrie"
"310","Vervaardiging van meubels",310000,"C","Industrie"
"3101","Interieurbouw en vervaardiging van bedrijfsmeubels",310100,"C","Industrie"
"31011","Interieurbouw",310110,"C","Industrie"
"31012","Vervaardiging van bedrijfsmeubels",310120,"C","Industrie"
"3102","Vervaardiging van keukenmeubels",310200,"C","Industrie"
"3103","Vervaardiging van matrassen",310300,"C","Industrie"
"3109","Vervaardiging van overige meubels",310900,"C","Industrie"
"32","Vervaardiging van overige goederen",320000,"C","Industrie"
"321","Slaan van munten; bewerken van edelstenen en vervaardiging van sieraden e.d.",321000,"C","Industrie"
"3211","Slaan van munten en medailles",321100,"C","Industrie"
"3212","Bewerken van edelstenen en vervaardiging van sieraden e.d. (geen imitatie)",321200,"C","Industrie"
"3213","Vervaardiging van imitatiesieraden ",321300,"C","Industrie"
"322","Vervaardiging van muziekinstrumenten",322000,"C","Industrie"
"3220","Vervaardiging van muziekinstrumenten",322000,"C","Industrie"
"323","Vervaardiging van sportartikelen",323000,"C","Industrie"
"3230","Vervaardiging van sportartikelen",323000,"C","Industrie"
"324","Vervaardiging van speelgoed en spellen",324000,"C","Industrie"
"3240","Vervaardiging van speelgoed en spellen",324000,"C","Industrie"
"325","Vervaardiging van medische instrumenten en hulpmiddelen",325000,"C","Industrie"
"3250","Vervaardiging van medische instrumenten en hulpmiddelen",325000,"C","Industrie"
"32501","Tandtechnische bedrijven",325010,"C","Industrie"
"32502","Vervaardiging van medische instrumenten en hulpmiddelen (geen tandtechniek)",325020,"C","Industrie"
"329","Vervaardiging van overige goederen",329000,"C","Industrie"
"3291","Vervaardiging van borstelwaren",329100,"C","Industrie"
"3299","Sociale werkvoorziening en vervaardiging van overige goederen (rest)",329900,"C","Industrie"
"32991","Sociale werkvoorziening",329910,"C","Industrie"
"32999","Vervaardiging van overige goederen (rest)",329990,"C","Industrie"
"33","Reparatie en installatie van machines en apparaten",330000,"C","Industrie"
"331","Reparatie van producten van metaal, machines en apparatuur",331000,"C","Industrie"
"3311","Reparatie van producten van metaal",331100,"C","Industrie"
"3312","Reparatie en onderhoud van machines",331200,"C","Industrie"
"33121","Reparatie en onderhoud van machines voor algemeen gebruik en machine-onderdelen (geen gereedschap)",331210,"C","Industrie"
"33122","Reparatie en onderhoud van pneumatisch en elektrisch gereedschap en gereedschapswerktuigen",331220,"C","Industrie"
"33123","Reparatie en onderhoud van machines voor een specifieke bedrijfstak",331230,"C","Industrie"
"3313","Reparatie van elektronische en optische apparatuur",331300,"C","Industrie"
"3314","Reparatie van elektrische apparatuur",331400,"C","Industrie"
"3315","Reparatie en onderhoud van schepen",331500,"C","Industrie"
"3316","Reparatie en onderhoud van vliegtuigen",331600,"C","Industrie"
"3317","Reparatie en onderhoud van overige transportmiddelen",331700,"C","Industrie"
"3319","Reparatie van overige apparatuur",331900,"C","Industrie"
"332","Installatie van industriële machines en apparatuur",332000,"C","Industrie"
"3321","Installatie van ketels en tanks",332100,"C","Industrie"
"3322","Installatie van industriële machines",332200,"C","Industrie"
"33221","Installatie van machines voor algemeen gebruik (geen gereedschap)",332210,"C","Industrie"
"33222","Installatie van pneumatisch en elektrisch gereedschap en gereedschapswerktuigen",332220,"C","Industrie"
"33223","Installatie van machines voor een specifieke bedrijfstak",332230,"C","Industrie"
"3323","Installatie van elektronische en optische apparatuur",332300,"C","Industrie"
"3324","Installatie van elektrische apparatuur",332400,"C","Industrie"
"3329","Installatie van overige toebehoren",332900,"C","Industrie"
"35","Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht",350000,"D","Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht "
"351","Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas",351000,"D","Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht "
"3511","Productie van elektriciteit",351100,"D","Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht "
"35111","Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales",351110,"D","Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht "
"35112","Productie van elektriciteit door windenergie ",351120,"D","Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht "
"35113","Productie van elektriciteit door zonnecellen, warmtepompen en waterkracht",351130,"D","Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht "
"3512","Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water",351200,"D","Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht "
"3513","Distributie van elektriciteit en gasvormige brandstoffen via leidingen",351300,"D","Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht "
"3514","Handel in elektriciteit en in gas via leidingen",351400,"D","Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht "
"352","Productie van aardgas",352000,"D","Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht "
"3520","Productie van aardgas",352000,"D","Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht "
"353","Productie en distributie van stoom en gekoelde lucht",353000,"D","Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht "
"3530","Productie en distributie van stoom en gekoelde lucht",353000,"D","Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht "
"36","Winning en distributie van water",360000,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"360","Winning en distributie van water",360000,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"3600","Winning en distributie van water",360000,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"37","Afvalwaterinzameling en -behandeling",370000,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"370","Afvalwaterinzameling en -behandeling",370000,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"3700","Afvalwaterinzameling en -behandeling",370000,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"38","Afvalinzameling en -behandeling; voorbereiding tot recycling",380000,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"381","Inzameling van afval",381000,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"3811","Inzameling van onschadelijk afval",381100,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"3812","Inzameling van schadelijk afval",381200,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"382","Behandeling van afval",382000,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"3821","Behandeling van onschadelijk afval",382100,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"3822","Behandeling van schadelijk afval",382200,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"383","Voorbereiding tot recycling",383000,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"3831","Sloop van schepen, witgoed, computers e.d. ",383100,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"3832","Gesorteerd materiaal voorbereiden tot recycling",383200,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"39","Sanering en overig afvalbeheer",390000,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"390","Sanering en overig afvalbeheer",390000,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"3900","Sanering en overig afvalbeheer",390000,"E","Winning en distributie van water, afval- en afvalwaterbeheer en sanering "
"41","Algemene burgerlijke en utiliteitsbouw en projectontwikkeling",410000,"F","Bouwnijverheid"
"411","Projectontwikkeling",411000,"F","Bouwnijverheid"
"4110","Projectontwikkeling",411000,"F","Bouwnijverheid"
"412","Algemene burgerlijke en utiliteitsbouw",412000,"F","Bouwnijverheid"
"4120","Algemene burgerlijke en utiliteitsbouw",412000,"F","Bouwnijverheid"
"42","Grond-, water- en wegenbouw (geen grondverzet) ",420000,"F","Bouwnijverheid"
"421","Bouw van wegen, spoorwegen en kunstwerken",421000,"F","Bouwnijverheid"
"4211","Wegenbouw en stratenmaken",421100,"F","Bouwnijverheid"
"42111","Wegenbouw",421110,"F","Bouwnijverheid"
"42112","Stratenmaken",421120,"F","Bouwnijverheid"
"4212","Bouw van boven- en ondergrondse spoorwegen",421200,"F","Bouwnijverheid"
"4213","Bouw van kunstwerken",421300,"F","Bouwnijverheid"
"422","Leggen van kabels en buizen ",422000,"F","Bouwnijverheid"
"4221","Leggen van rioleringen, buizen en pijpleidingen; aanleg van bronbemaling",422100,"F","Bouwnijverheid"
"4222","Leggen van elektriciteits- en telecommunicatiekabels ",422200,"F","Bouwnijverheid"
"429","Bouw van overige civieltechnische werken",429000,"F","Bouwnijverheid"
"4291","Natte waterbouw",429100,"F","Bouwnijverheid"
"4299","Bouw van overige civieltechnische werken (rest)",429900,"F","Bouwnijverheid"
"43","Gespecialiseerde werkzaamheden in de bouw",430000,"F","Bouwnijverheid"
"431","Slopen van bouwwerken, grondverzet en proefboren",431000,"F","Bouwnijverheid"
"4311","Slopen van bouwwerken",431100,"F","Bouwnijverheid"
"4312","Grondverzet",431200,"F","Bouwnijverheid"
"4313","Proefboren",431300,"F","Bouwnijverheid"
"432","Bouwinstallatie",432000,"F","Bouwnijverheid"
"4321","Elektrotechnische bouwinstallatie",432100,"F","Bouwnijverheid"
"4322","Loodgieters- en fitterswerk; installatie van sanitair en van verwarmings- en luchtbehandelingsapparatuur",432200,"F","Bouwnijverheid"
"43221","Loodgieters- en fitterswerk; installatie van sanitair ",432210,"F","Bouwnijverheid"
"43222","Installatie van verwarmings- en luchtbehandelingsapparatuur",432220,"F","Bouwnijverheid"
"4329","Overige bouwinstallatie",432900,"F","Bouwnijverheid"
"433","Afwerking van gebouwen",433000,"F","Bouwnijverheid"
"4331","Stukadoren",433100,"F","Bouwnijverheid"
"4332","Bouwtimmeren",433200,"F","Bouwnijverheid"
"4333","Afwerking van vloeren en wanden ",433300,"F","Bouwnijverheid"
"4334","Schilderen en glaszetten",433400,"F","Bouwnijverheid"
"4339","Overige afwerking van gebouwen",433900,"F","Bouwnijverheid"
"439","Dakbouw en overige gespecialiseerde werkzaamheden in de bouw",439000,"F","Bouwnijverheid"
"4391","Dakdekken en bouwen van dakconstructies ",439100,"F","Bouwnijverheid"
"4399","Overige gespecialiseerde werkzaamheden in de bouw",439900,"F","Bouwnijverheid"
"43991","Heien en andere funderingswerkzaamheden",439910,"F","Bouwnijverheid"
"43992","Vlechten van betonstaal",439920,"F","Bouwnijverheid"
"43993","Metselen en voegen",439930,"F","Bouwnijverheid"
"43999","Overige gespecialiseerde werkzaamheden in de bouw (rest)",439990,"F","Bouwnijverheid"
"45","Handel in en reparatie van auto’s, motorfietsen en aanhangers",450000,"G","Groot- en detailhandel, reparatie van auto’s "
"451","Handel in auto’s en aanhangers, eventueel gecombineerd met reparatie",451000,"G","Groot- en detailhandel, reparatie van auto’s "
"4511","Handel in en reparatie van personenauto's en lichte bedrijfsauto’s",451100,"G","Groot- en detailhandel, reparatie van auto’s "
"45111","Import van nieuwe personenauto's en lichte bedrijfsauto’s",451110,"G","Groot- en detailhandel, reparatie van auto’s "
"45112","Handel in en reparatie van personenauto's en lichte bedrijfsauto’s (geen import van nieuwe)",451120,"G","Groot- en detailhandel, reparatie van auto’s "
"4519","Handel in en reparatie van zwaardere bedrijfsauto’s, aanhangers en caravans",451900,"G","Groot- en detailhandel, reparatie van auto’s "
"45191","Import van nieuwe bedrijfsauto's",451910,"G","Groot- en detailhandel, reparatie van auto’s "
"45192","Handel in en reparatie van zwaardere bedrijfsauto's (geen import van nieuwe) ",451920,"G","Groot- en detailhandel, reparatie van auto’s "
"45193","Handel in en reparatie van aanhangwagens en opleggers (geen caravans)",451930,"G","Groot- en detailhandel, reparatie van auto’s "
"45194","Handel in en reparatie van caravans",451940,"G","Groot- en detailhandel, reparatie van auto’s "
"452","Gespecialiseerde reparatie van auto's",452000,"G","Groot- en detailhandel, reparatie van auto’s "
"4520","Gespecialiseerde reparatie van auto's",452000,"G","Groot- en detailhandel, reparatie van auto’s "
"45201","Auto-onderdelenservicebedrijven",452010,"G","Groot- en detailhandel, reparatie van auto’s "
"45202","Bandenservicebedrijven",452020,"G","Groot- en detailhandel, reparatie van auto’s "
"45203","Reparatie van specifieke auto-onderdelen",452030,"G","Groot- en detailhandel, reparatie van auto’s "
"45204","Carrosserieherstel",452040,"G","Groot- en detailhandel, reparatie van auto’s "
"45205","Overige gespecialiseerde reparatie; wassen en slepen van auto's",452050,"G","Groot- en detailhandel, reparatie van auto’s "
"453","Handel in auto-onderdelen en -accessoires ",453000,"G","Groot- en detailhandel, reparatie van auto’s "
"4531","Groothandel en handelsbemiddeling in auto-onderdelen en -accessoires",453100,"G","Groot- en detailhandel, reparatie van auto’s "
"45311","Groothandel en handelsbemiddeling in auto-onderdelen en -accessoires (geen banden)",453110,"G","Groot- en detailhandel, reparatie van auto’s "
"45312","Groothandel en handelsbemiddeling in banden",453120,"G","Groot- en detailhandel, reparatie van auto’s "
"4532","Detailhandel in auto-onderdelen en -accessoires",453200,"G","Groot- en detailhandel, reparatie van auto’s "
"454","Handel in en reparatie van motorfietsen en onderdelen daarvan ",454000,"G","Groot- en detailhandel, reparatie van auto’s "
"4540","Handel in en reparatie van motorfietsen en onderdelen daarvan",454000,"G","Groot- en detailhandel, reparatie van auto’s "
"45401","Groothandel en handelsbemiddeling in motorfietsen en onderdelen daarvan",454010,"G","Groot- en detailhandel, reparatie van auto’s "
"45402","Detailhandel in en reparatie van motorfietsen en onderdelen daarvan",454020,"G","Groot- en detailhandel, reparatie van auto’s "
"46","Groothandel en handelsbemiddeling (niet in auto's en motorfietsen)",460000,"G","Groot- en detailhandel, reparatie van auto’s "
"461","Handelsbemiddeling",461000,"G","Groot- en detailhandel, reparatie van auto’s "
"4611","Handelsbemiddeling in landbouwproducten, levende dieren en grondstoffen voor textiel en voedingsmiddelen ",461100,"G","Groot- en detailhandel, reparatie van auto’s "
"4612","Handelsbemiddeling in brandstoffen, ertsen, metalen en chemische producten ",461200,"G","Groot- en detailhandel, reparatie van auto’s "
"4613","Handelsbemiddeling in hout, vlakglas, sanitair en bouwmaterialen ",461300,"G","Groot- en detailhandel, reparatie van auto’s "
"4614","Handelsbemiddeling in machines, technische benodigdheden, schepen en vliegtuigen",461400,"G","Groot- en detailhandel, reparatie van auto’s "
"4615","Handelsbemiddeling in meubels, huishoudelijke artikelen en ijzerwaren ",461500,"G","Groot- en detailhandel, reparatie van auto’s "
"4616","Handelsbemiddeling in textiel, kleding, schoeisel en lederwaren",461600,"G","Groot- en detailhandel, reparatie van auto’s "
"4617","Handelsbemiddeling in voedings- en genotmiddelen",461700,"G","Groot- en detailhandel, reparatie van auto’s "
"4618","Handelsbemiddeling gespecialiseerd in overige goederen",461800,"G","Groot- en detailhandel, reparatie van auto’s "
"4619","Niet-gespecialiseerde handelsbemiddeling ",461900,"G","Groot- en detailhandel, reparatie van auto’s "
"462","Groothandel in landbouwproducten en levende dieren",462000,"G","Groot- en detailhandel, reparatie van auto’s "
"4621","Groothandel in granen, ruwe tabak, oliën, zaden en veevoer",462100,"G","Groot- en detailhandel, reparatie van auto’s "
"46211","Groothandel in granen                                                  ",462110,"G","Groot- en detailhandel, reparatie van auto’s "
"46212","Groothandel in zaden, pootgoed en peulvruchten ",462120,"G","Groot- en detailhandel, reparatie van auto’s "
"46213","Groothandel in hooi, stro en ruwvoeder ",462130,"G","Groot- en detailhandel, reparatie van auto’s "
"46214","Groothandel in meng- en krachtvoeder ",462140,"G","Groot- en detailhandel, reparatie van auto’s "
"46215","Groothandel in veevoeder (geen ruw-, meng- en krachtvoeder) ",462150,"G","Groot- en detailhandel, reparatie van auto’s "
"46216","Groothandel in ruwe plantaardige en dierlijke oliën en vetten en oliehoudende grondstoffen",462160,"G","Groot- en detailhandel, reparatie van auto’s "
"46217","Groothandel in ruwe tabak",462170,"G","Groot- en detailhandel, reparatie van auto’s "
"46218","Groothandel in akkerbouwproducten en veevoeder algemeen assortiment",462180,"G","Groot- en detailhandel, reparatie van auto’s "
"46219","Groothandel in overige akkerbouwproducten",462190,"G","Groot- en detailhandel, reparatie van auto’s "
"4622","Groothandel in bloemen en planten",462200,"G","Groot- en detailhandel, reparatie van auto’s "
"4623","Groothandel in levende dieren",462300,"G","Groot- en detailhandel, reparatie van auto’s "
"46231","Groothandel in levend vee",462310,"G","Groot- en detailhandel, reparatie van auto’s "
"46232","Groothandel in huisdieren, siervissen, siervogels en wilde dieren",462320,"G","Groot- en detailhandel, reparatie van auto’s "
"4624","Groothandel in huiden, vellen, leer en halffabrikaten van leer",462400,"G","Groot- en detailhandel, reparatie van auto’s "
"46241","Groothandel in huiden en vellen",462410,"G","Groot- en detailhandel, reparatie van auto’s "
"46242","Groothandel in leer en halffabrikaten van leer",462420,"G","Groot- en detailhandel, reparatie van auto’s "
"463","Groothandel in voedings- en genotmiddelen",463000,"G","Groot- en detailhandel, reparatie van auto’s "
"4631","Groothandel in groenten en fruit en in consumptie-aardappelen",463100,"G","Groot- en detailhandel, reparatie van auto’s "
"46311","Groothandel in groenten en fruit",463110,"G","Groot- en detailhandel, reparatie van auto’s "
"46312","Groothandel in consumptie-aardappelen",463120,"G","Groot- en detailhandel, reparatie van auto’s "
"4632","Groothandel in vlees en vleeswaren en in wild en gevogelte (niet levend)",463200,"G","Groot- en detailhandel, reparatie van auto’s "
"4633","Groothandel in zuivelproducten, spijsoliën en -vetten en eieren",463300,"G","Groot- en detailhandel, reparatie van auto’s "
"46331","Groothandel in zuivelproducten en spijsoliën en -vetten",463310,"G","Groot- en detailhandel, reparatie van auto’s "
"46332","Groothandel in eieren",463320,"G","Groot- en detailhandel, reparatie van auto’s "
"4634","Groothandel in dranken (geen zuivel)",463400,"G","Groot- en detailhandel, reparatie van auto’s "
"4635","Groothandel in tabaksproducten en rokersbenodigdheden",463500,"G","Groot- en detailhandel, reparatie van auto’s "
"4636","Groothandel in suiker, chocolade en suikerwerk",463600,"G","Groot- en detailhandel, reparatie van auto’s "
"4637","Groothandel in koffie, thee, cacao en specerijen (geen ruwe)",463700,"G","Groot- en detailhandel, reparatie van auto’s "
"4638","Groothandel in overige voedingsmiddelen en in overige grondstoffen en halffabrikaten voor de voedingsmiddelenindustrie",463800,"G","Groot- en detailhandel, reparatie van auto’s "
"46381","Groothandel in snacks ",463810,"G","Groot- en detailhandel, reparatie van auto’s "
"46382","Groothandel in vis, schaal- en weekdieren ",463820,"G","Groot- en detailhandel, reparatie van auto’s "
"46383","Gespecialiseerde groothandel in overige voedings- en genotmiddelen (rest)",463830,"G","Groot- en detailhandel, reparatie van auto’s "
"46384","Groothandel in bakkerijgrondstoffen ",463840,"G","Groot- en detailhandel, reparatie van auto’s "
"46389","Gespecialiseerde groothandel in overige grondstoffen en halffabrikaten voor de voedingsmiddelenindustrie (rest) ",463890,"G","Groot- en detailhandel, reparatie van auto’s "
"4639","Groothandel in voedings- en genotmiddelen algemeen assortiment",463900,"G","Groot- en detailhandel, reparatie van auto’s "
"464","Groothandel in consumentenartikelen (non-food)",464000,"G","Groot- en detailhandel, reparatie van auto’s "
"4641","Groothandel in kledingstoffen, fournituren en huishoudtextiel",464100,"G","Groot- en detailhandel, reparatie van auto’s "
"46411","Groothandel in kledingstoffen en fournituren",464110,"G","Groot- en detailhandel, reparatie van auto’s "
"46412","Groothandel in huishoudtextiel en beddengoed",464120,"G","Groot- en detailhandel, reparatie van auto’s "
"4642","Groothandel in kleding, schoenen en mode-artikelen",464200,"G","Groot- en detailhandel, reparatie van auto’s "
"46421","Groothandel in bovenkleding",464210,"G","Groot- en detailhandel, reparatie van auto’s "
"46422","Groothandel in werkkleding",464220,"G","Groot- en detailhandel, reparatie van auto’s "
"46423","Groothandel in onderkleding",464230,"G","Groot- en detailhandel, reparatie van auto’s "
"46424","Groothandel in schoenen",464240,"G","Groot- en detailhandel, reparatie van auto’s "
"46425","Groothandel in mode-artikelen",464250,"G","Groot- en detailhandel, reparatie van auto’s "
"46429","Groothandel in textielwaren algemeen assortiment",464290,"G","Groot- en detailhandel, reparatie van auto’s "
"4643","Groothandel in elektrische huishoudelijke apparatuur, audio- en videoapparatuur en fotografische en optische artikelen",464300,"G","Groot- en detailhandel, reparatie van auto’s "
"46431","Groothandel in witgoed ",464310,"G","Groot- en detailhandel, reparatie van auto’s "
"46432","Groothandel in elektrische huishoudelijke apparatuur (geen witgoed, audio en video)",464320,"G","Groot- en detailhandel, reparatie van auto’s "
"46433","Groothandel in audio- en video-apparatuur ",464330,"G","Groot- en detailhandel, reparatie van auto’s "
"46434","Groothandel in fotografische artikelen",464340,"G","Groot- en detailhandel, reparatie van auto’s "
"46435","Groothandel in beeld- en geluidsdragers",464350,"G","Groot- en detailhandel, reparatie van auto’s "
"46436","Groothandel in optische artikelen",464360,"G","Groot- en detailhandel, reparatie van auto’s "
"4644","Groothandel in glas, porselein en aardewerk en in reinigingsmiddelen ",464400,"G","Groot- en detailhandel, reparatie van auto’s "
"46441","Groothandel in glas, porselein en aardewerk",464410,"G","Groot- en detailhandel, reparatie van auto’s "
"46442","Groothandel in was-, poets- en reinigingsmiddelen",464420,"G","Groot- en detailhandel, reparatie van auto’s "
"4645","Groothandel in parfums en cosmetica",464500,"G","Groot- en detailhandel, reparatie van auto’s "
"4646","Groothandel in farmaceutische producten, medische instrumenten en orthopedische artikelen ",464600,"G","Groot- en detailhandel, reparatie van auto’s "
"46461","Groothandel in farmaceutische producten",464610,"G","Groot- en detailhandel, reparatie van auto’s "
"46462","Groothandel in medische en tandheelkundige instrumenten, verpleeg- en orthopedische artikelen en laboratoriumbenodigdheden",464620,"G","Groot- en detailhandel, reparatie van auto’s "
"4647","Groothandel in huismeubilair, woningtextiel, vloerbedekking en verlichting ",464700,"G","Groot- en detailhandel, reparatie van auto’s "
"46471","Groothandel in huismeubilair",464710,"G","Groot- en detailhandel, reparatie van auto’s "
"46472","Groothandel in woningtextiel en vloerbedekking",464720,"G","Groot- en detailhandel, reparatie van auto’s "
"46473","Groothandel in verlichtingsartikelen",464730,"G","Groot- en detailhandel, reparatie van auto’s "
"4648","Groothandel in juweliersartikelen en uurwerken",464800,"G","Groot- en detailhandel, reparatie van auto’s "
"4649","Groothandel in overige consumentenartikelen (non-food)",464900,"G","Groot- en detailhandel, reparatie van auto’s "
"46491","Groothandel in fietsen en bromfietsen",464910,"G","Groot- en detailhandel, reparatie van auto’s "
"46492","Groothandel in watersportartikelen",464920,"G","Groot- en detailhandel, reparatie van auto’s "
"46493","Groothandel in kampeerartikelen (geen caravans)",464930,"G","Groot- en detailhandel, reparatie van auto’s "
"46494","Groothandel in speelgoed",464940,"G","Groot- en detailhandel, reparatie van auto’s "
"46495","Groothandel in muziekinstrumenten",464950,"G","Groot- en detailhandel, reparatie van auto’s "
"46496","Groothandel in sportartikelen (geen watersport)",464960,"G","Groot- en detailhandel, reparatie van auto’s "
"46497","Groothandel in papier- en kartonwaren (geen verpakkingsmateriaal)",464970,"G","Groot- en detailhandel, reparatie van auto’s "
