"SBI_Code","SBI_Omschrijving","SBI_Code_6","SBI_Hoofd_Letter","SBI_Hoofd_Omschrijving"
"861","Ziekenhuizen en geestelijke gezondheids- en verslavingszorg met overnachting",861000,"Q","Gezondheids- en welzijnszorg "
"8610","Ziekenhuizen en geestelijke gezondheids- en verslavingszorg met overnachting",861000,"Q","Gezondheids- en welzijnszorg "
"86101","Universitair medische centra ",861010,"Q","Gezondheids- en welzijnszorg "
"86102","Algemene ziekenhuizen ",861020,"Q","Gezondheids- en welzijnszorg "
"86103","Categorale ziekenhuizen ",861030,"Q","Gezondheids- en welzijnszorg "
"86104","Geestelijke gezondheids- en verslavingszorg met overnachting",861040,"Q","Gezondheids- en welzijnszorg "
"862","Medische en tandheelkundige praktijken ",862000,"Q","Gezondheids- en welzijnszorg "
"8621","Praktijken van huisartsen",862100,"Q","Gezondheids- en welzijnszorg "
"8622","Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde)",862200,"Q","Gezondheids- en welzijnszorg "
"86221","Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie)",862210,"Q","Gezondheids- en welzijnszorg "
"86222","Praktijken van psychiaters en dagbehandelcentra voor geestelijke gezondheids- en verslavingszorg",862220,"Q","Gezondheids- en welzijnszorg "
"8623","Tandartspraktijken",862300,"Q","Gezondheids- en welzijnszorg "
"86231","Praktijken van tandartsen",862310,"Q","Gezondheids- en welzijnszorg "
"86232","Praktijken van tandheelkundig specialisten",862320,"Q","Gezondheids- en welzijnszorg "
"869","Paramedische praktijken en overige gezondheidszorg zonder overnachting",869000,"Q","Gezondheids- en welzijnszorg "
"8691","Praktijken van verloskundigen en paramedici",869100,"Q","Gezondheids- en welzijnszorg "
"86911","Praktijken van verloskundigen",869110,"Q","Gezondheids- en welzijnszorg "
"86912","Praktijken van fysiotherapeuten",869120,"Q","Gezondheids- en welzijnszorg "
"86913","Praktijken van psychotherapeuten, psychologen en pedagogen",869130,"Q","Gezondheids- en welzijnszorg "
"86919","Overige paramedische praktijken (geen fysiotherapie en psychologie) en alternatieve genezers",869190,"Q","Gezondheids- en welzijnszorg "
"8692","Overige aanbieders van gezondheidszorg zonder overnachting en gezondheidsondersteunende diensten",869200,"Q","Gezondheids- en welzijnszorg "
"86921","Gezondheidscentra",869210,"Q","Gezondheids- en welzijnszorg "
"86922","Arbobegeleiding en reïntegratie",869220,"Q","Gezondheids- en welzijnszorg "
"86923","Preventieve gezondheidszorg (geen arbobegeleiding)",869230,"Q","Gezondheids- en welzijnszorg "
"86924","Medische laboratoria, trombosediensten en overig behandelingsondersteunend onderzoek ",869240,"Q","Gezondheids- en welzijnszorg "
"86925","Ambulancediensten en centrale posten",869250,"Q","Gezondheids- en welzijnszorg "
"86929","Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten",869290,"Q","Gezondheids- en welzijnszorg "
"87","Verpleging, verzorging en begeleiding met overnachting",870000,"Q","Gezondheids- en welzijnszorg "
"871","Verpleeghuizen",871000,"Q","Gezondheids- en welzijnszorg "
"8710","Verpleeghuizen",871000,"Q","Gezondheids- en welzijnszorg "
"872","Huizen en dagverblijven voor verstandelijk gehandicapten en psychiatrische cliënten",872000,"Q","Gezondheids- en welzijnszorg "
"8720","Huizen en dagverblijven voor verstandelijk gehandicapten en psychiatrische cliënten ",872000,"Q","Gezondheids- en welzijnszorg "
"873","Huizen en dagverblijven voor niet-verstandelijk gehandicapten en verzorgingshuizen ",873000,"Q","Gezondheids- en welzijnszorg "
"8730","Huizen en dagverblijven voor niet-verstandelijk gehandicapten en verzorgingshuizen ",873000,"Q","Gezondheids- en welzijnszorg "
"87301","Huizen en dagverblijven voor niet-verstandelijk gehandicapten ",873010,"Q","Gezondheids- en welzijnszorg "
"87302","Verzorgingshuizen",873020,"Q","Gezondheids- en welzijnszorg "
"879","Jeugdzorg en maatschappelijke opvang met overnachting",879000,"Q","Gezondheids- en welzijnszorg "
"8790","Jeugdzorg en maatschappelijke opvang met overnachting ",879000,"Q","Gezondheids- en welzijnszorg "
"87901","Jeugdzorg met overnachting en dagverblijven voor jeugdzorg",879010,"Q","Gezondheids- en welzijnszorg "
"87902","Maatschappelijk opvang met overnachting ",879020,"Q","Gezondheids- en welzijnszorg "
"88","Maatschappelijke dienstverlening zonder overnachting",880000,"Q","Gezondheids- en welzijnszorg "
"881","Maatschappelijke dienstverlening zonder overnachting gericht op ouderen en  gehandicapten",881000,"Q","Gezondheids- en welzijnszorg "
"8810","Maatschappelijke dienstverlening zonder overnachting gericht op ouderen en  gehandicapten ",881000,"Q","Gezondheids- en welzijnszorg "
"88101","Thuiszorg",881010,"Q","Gezondheids- en welzijnszorg "
"88102","Welzijnswerk voor ouderen",881020,"Q","Gezondheids- en welzijnszorg "
"88103","Ondersteuning en begeleiding van gehandicapten",881030,"Q","Gezondheids- en welzijnszorg "
"889","Maatschappelijke dienstverlening zonder overnachting niet specifiek gericht op ouderen en gehandicapten",889000,"Q","Gezondheids- en welzijnszorg "
"8891","Kinderopvang en peuterspeelzaalwerk",889100,"Q","Gezondheids- en welzijnszorg "
"88911","Kinderopvang",889110,"Q","Gezondheids- en welzijnszorg "
"88912","Peuterspeelzaalwerk",889120,"Q","Gezondheids- en welzijnszorg "
"8899","Ambulante jeugdzorg, maatschappelijk werk en advies en lokaal welzijnswerk ",889900,"Q","Gezondheids- en welzijnszorg "
"88991","Ambulante jeugdzorg",889910,"Q","Gezondheids- en welzijnszorg "
"88992","Maatschappelijk werk ",889920,"Q","Gezondheids- en welzijnszorg "
"88993","Lokaal welzijnswerk",889930,"Q","Gezondheids- en welzijnszorg "
"88999","Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn ",889990,"Q","Gezondheids- en welzijnszorg "
"90","Kunst",9e+05,"R","Cultuur, sport en recreatie"
"900","Kunst",9e+05,"R","Cultuur, sport en recreatie"
"9001","Podiumkunst en -vermaak",900100,"R","Cultuur, sport en recreatie"
"90011","Beoefening van podiumkunst",900110,"R","Cultuur, sport en recreatie"
"90012","Producenten van podiumkunst",900120,"R","Cultuur, sport en recreatie"
"90013","Circus en variété",900130,"R","Cultuur, sport en recreatie"
"9002","Dienstverlening voor uitvoerende kunst",900200,"R","Cultuur, sport en recreatie"
"9003","Schrijven en overige scheppende kunst",900300,"R","Cultuur, sport en recreatie"
"9004","Theaters, schouwburgen en evenementenhallen ",900400,"R","Cultuur, sport en recreatie"
"90041","Theaters en schouwburgen",900410,"R","Cultuur, sport en recreatie"
"90042","Evenementenhallen",900420,"R","Cultuur, sport en recreatie"
"91","Culturele uitleencentra, openbare archieven, musea, dieren- en plantentuinen, natuurbehoud",910000,"R","Cultuur, sport en recreatie"
"910","Culturele uitleencentra, openbare archieven, musea, dieren- en plantentuinen, natuurbehoud",910000,"R","Cultuur, sport en recreatie"
"9101","Culturele uitleencentra en openbare archieven",910100,"R","Cultuur, sport en recreatie"
"91011","Openbare bibliotheken",910110,"R","Cultuur, sport en recreatie"
"91012","Kunstuitleencentra",910120,"R","Cultuur, sport en recreatie"
"91019","Overige culturele uitleencentra en openbare archieven",910190,"R","Cultuur, sport en recreatie"
"9102","Musea, kunstgalerieën en –expositieruimten",910200,"R","Cultuur, sport en recreatie"
"91021","Musea",910210,"R","Cultuur, sport en recreatie"
"91022","Kunstgalerieën en –expositieruimten",910220,"R","Cultuur, sport en recreatie"
"9103","Monumentenzorg",910300,"R","Cultuur, sport en recreatie"
"9104","Dieren- en plantentuinen; natuurbehoud ",910400,"R","Cultuur, sport en recreatie"
"91041","Dieren- en plantentuinen, kinderboerderijen",910410,"R","Cultuur, sport en recreatie"
"91042","Natuurbehoud",910420,"R","Cultuur, sport en recreatie"
"92","Loterijen en kansspelen",920000,"R","Cultuur, sport en recreatie"
"920","Loterijen en kansspelen",920000,"R","Cultuur, sport en recreatie"
"9200","Loterijen en kansspelen",920000,"R","Cultuur, sport en recreatie"
"92001","Loterijen en kansspelen (geen amusementsautomaten)",920010,"R","Cultuur, sport en recreatie"
"92009","Exploitatie van amusements- en speelautomaten",920090,"R","Cultuur, sport en recreatie"
"93","Sport en recreatie",930000,"R","Cultuur, sport en recreatie"
"931","Sport",931000,"R","Cultuur, sport en recreatie"
"9311","Sportaccommodaties",931100,"R","Cultuur, sport en recreatie"
"93111","Zwembaden",931110,"R","Cultuur, sport en recreatie"
"93112","Sporthallen, sportzalen en gymzalen",931120,"R","Cultuur, sport en recreatie"
"93113","Sportvelden",931130,"R","Cultuur, sport en recreatie"
"93119","Overige sportaccommodaties",931190,"R","Cultuur, sport en recreatie"
"9312","Buitensport",931200,"R","Cultuur, sport en recreatie"
"93121","Veldvoetbal",931210,"R","Cultuur, sport en recreatie"
"93122","Veldsport in teamverband (geen voetbal) ",931220,"R","Cultuur, sport en recreatie"
"93123","Atletiek",931230,"R","Cultuur, sport en recreatie"
"93124","Tennis",931240,"R","Cultuur, sport en recreatie"
"93125","Paardensport en maneges",931250,"R","Cultuur, sport en recreatie"
"93126","Wielersport",931260,"R","Cultuur, sport en recreatie"
"93127","Auto- en motorsport",931270,"R","Cultuur, sport en recreatie"
"93128","Wintersport",931280,"R","Cultuur, sport en recreatie"
"93129","Overige buitensport",931290,"R","Cultuur, sport en recreatie"
"9313","Fitnesscentra",931300,"R","Cultuur, sport en recreatie"
"9314","Binnensport",931400,"R","Cultuur, sport en recreatie"
"93141","Individuele zaalsport ",931410,"R","Cultuur, sport en recreatie"
"93142","Zaalsport in teamverband",931420,"R","Cultuur, sport en recreatie"
"93143","Kracht- en vechtsport",931430,"R","Cultuur, sport en recreatie"
"93144","Bowlen, kegelen, biljarten e.d.",931440,"R","Cultuur, sport en recreatie"
"93145","Denksport",931450,"R","Cultuur, sport en recreatie"
"93146","Sportscholen",931460,"R","Cultuur, sport en recreatie"
"93149","Overige binnensport en omnisport",931490,"R","Cultuur, sport en recreatie"
"9315","Watersport",931500,"R","Cultuur, sport en recreatie"
"93151","Zwem- en onderwatersport",931510,"R","Cultuur, sport en recreatie"
"93152","Roei-, kano-, zeil- en surfsport e.d.",931520,"R","Cultuur, sport en recreatie"
"9319","Overige sportactiviteiten",931900,"R","Cultuur, sport en recreatie"
"93191","Beroepssportlieden",931910,"R","Cultuur, sport en recreatie"
"93192","Hengelsport",931920,"R","Cultuur, sport en recreatie"
"93193","Verzorgen van vistochten",931930,"R","Cultuur, sport en recreatie"
"93194","Supportersverenigingen (sport)",931940,"R","Cultuur, sport en recreatie"
"93195","Organiseren van sportevenementen",931950,"R","Cultuur, sport en recreatie"
"93196","Overkoepelende organen en samenwerkings- en adviesorganen op het gebied van sport",931960,"R","Cultuur, sport en recreatie"
"93199","Overige sportactiviteiten (rest)",931990,"R","Cultuur, sport en recreatie"
"932","Overige recreatie",932000,"R","Cultuur, sport en recreatie"
"9321","Pret- en themaparken; kermisattracties",932100,"R","Cultuur, sport en recreatie"
"93211","Pret- en themaparken",932110,"R","Cultuur, sport en recreatie"
"93212","Kermisattracties",932120,"R","Cultuur, sport en recreatie"
"9329","Overige recreatie (rest)",932900,"R","Cultuur, sport en recreatie"
"93291","Jachthavens",932910,"R","Cultuur, sport en recreatie"
"93299","Overige recreatie (rest, geen jachthavens)",932990,"R","Cultuur, sport en recreatie"
"94","Levensbeschouwelijke en politieke organisaties, belangen- en ideële organisaties, hobbyclubs ",940000,"S","Overige dienstverlening"
"941","Bedrijfs-, werkgevers- en beroepsorganisaties",941000,"S","Overige dienstverlening"
"9411","Bedrijfs- en werkgeversorganisaties",941100,"S","Overige dienstverlening"
"9412","Beroepsorganisaties",941200,"S","Overige dienstverlening"
"942","Werknemersorganisaties",942000,"S","Overige dienstverlening"
"9420","Werknemersorganisaties",942000,"S","Overige dienstverlening"
"949","Levensbeschouwelijke en politieke organisaties, belangen- en ideële organisaties, hobbyclubs",949000,"S","Overige dienstverlening"
"9491","Levensbeschouwelijke organisaties",949100,"S","Overige dienstverlening"
"94911","Religieuze organisaties",949110,"S","Overige dienstverlening"
"94919","Overige levensbeschouwelijke organisaties",949190,"S","Overige dienstverlening"
"9492","Politieke organisaties",949200,"S","Overige dienstverlening"
"9499","Overige belangen- en ideële organisaties; hobbyclubs",949900,"S","Overige dienstverlening"
"94991","Gezelligheidsverenigingen",949910,"S","Overige dienstverlening"
"94992","Hobbyclubs",949920,"S","Overige dienstverlening"
"94993","Steunfondsen (niet op het gebied van welzijnszorg)",949930,"S","Overige dienstverlening"
"94994","Vriendenkringen op het gebied van cultuur, fanclubs en overige kunstbevordering",949940,"S","Overige dienstverlening"
"94995","Overkoepelende organen en samenwerkings- en adviesorganen (niet op het gebied van gezondheids- en welzijnszorg, sport en recreatie)",949950,"S","Overige dienstverlening"
"94996","Overige ideële organisaties (rest)",949960,"S","Overige dienstverlening"
"94997","Overige belangenbehartiging (rest)",949970,"S","Overige dienstverlening"
"95","Reparatie van computers en consumentenartikelen",950000,"S","Overige dienstverlening"
"951","Reparatie van computers en communicatieapparatuur",951000,"S","Overige dienstverlening"
"9511","Reparatie van computers en randapparatuur",951100,"S","Overige dienstverlening"
"9512","Reparatie van communicatieapparatuur",951200,"S","Overige dienstverlening"
"952","Reparatie van consumentenartikelen (geen computers, communicatieapparatuur, auto’s en motorfietsen)",952000,"S","Overige dienstverlening"
"9521","Reparatie van consumentenelektronica (geen computers)",952100,"S","Overige dienstverlening"
"9522","Reparatie van elektrische huishoudelijke apparaten ",952200,"S","Overige dienstverlening"
"9523","Reparatie van schoenen en lederwaren",952300,"S","Overige dienstverlening"
"9524","Reparatie en stoffering van meubels",952400,"S","Overige dienstverlening"
"9525","Reparatie van uurwerken en juweliersartikelen",952500,"S","Overige dienstverlening"
"9529","Reparatie van overige consumentenartikelen",952900,"S","Overige dienstverlening"
"96","Wellness en overige dienstverlening; uitvaartbranche",960000,"S","Overige dienstverlening"
"960","Wellness en overige dienstverlening; uitvaartbranche",960000,"S","Overige dienstverlening"
"9601","Reinigen van kleding en textiel",960100,"S","Overige dienstverlening"
"96011","Wasserijen en linnenverhuur",960110,"S","Overige dienstverlening"
"96012","Chemische wasserijen en ververijen",960120,"S","Overige dienstverlening"
"96013","Wassalons en -verzendinrichtingen",960130,"S","Overige dienstverlening"
"9602","Haar- en schoonheidsverzorging",960200,"S","Overige dienstverlening"
"96021","Haarverzorging",960210,"S","Overige dienstverlening"
"96022","Schoonheidsverzorging, pedicures en manicures, visagie en image consulting",960220,"S","Overige dienstverlening"
"9603","Uitvaartverzorging, crematoria, mortuaria en begraafplaatsen",960300,"S","Overige dienstverlening"
"96031","Uitvaartverzorging",960310,"S","Overige dienstverlening"
"96032","Crematoria, mortuaria en begraafplaatsen",960320,"S","Overige dienstverlening"
"9604","Sauna's, solaria, baden e.d.",960400,"S","Overige dienstverlening"
"9609","Overige dienstverlening (rest)",960900,"S","Overige dienstverlening"
"97","Huishoudens als werkgever van huishoudelijk personeel",970000,"T","Huishoudens als werkgever, niet-gedifferentieerde productie van goederen en diensten door huishoudens voor eigen gebruik"
"970","Huishoudens als werkgever van huishoudelijk personeel",970000,"T","Huishoudens als werkgever, niet-gedifferentieerde productie van goederen en diensten door huishoudens voor eigen gebruik"
"9700","Huishoudens als werkgever van huishoudelijk personeel",970000,"T","Huishoudens als werkgever, niet-gedifferentieerde productie van goederen en diensten door huishoudens voor eigen gebruik"
"98","Niet-gespecificeerde productie van goederen en diensten door particuliere huishoudens voor eigen gebruik",980000,"T","Huishoudens als werkgever, niet-gedifferentieerde productie van goederen en diensten door huishoudens voor eigen gebruik"
"981","Niet-gespecificeerde productie van goederen door particuliere huishoudens voor eigen gebruik",981000,"T","Huishoudens als werkgever, niet-gedifferentieerde productie van goederen en diensten door huishoudens voor eigen gebruik"
"9810","Niet-gespecificeerde productie van goederen door particuliere huishoudens voor eigen gebruik",981000,"T","Huishoudens als werkgever, niet-gedifferentieerde productie van goederen en diensten door huishoudens voor eigen gebruik"
"982","Niet-gespecificeerde productie van diensten door particuliere huishoudens voor eigen gebruik",982000,"T","Huishoudens als werkgever, niet-gedifferentieerde productie van goederen en diensten door huishoudens voor eigen gebruik"
"9820","Niet-gespecificeerde productie van diensten door particuliere huishoudens voor eigen gebruik",982000,"T","Huishoudens als werkgever, niet-gedifferentieerde productie van goederen en diensten door huishoudens voor eigen gebruik"
"99","Extraterritoriale organisaties en lichamen",990000,"U","Extraterritoriale organisaties en lichamen"
"990","Extraterritoriale organisaties en lichamen",990000,"U","Extraterritoriale organisaties en lichamen"
"9900","Extraterritoriale organisaties en lichamen",990000,"U","Extraterritoriale organisaties en lichamen"
